,School Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Grad.Rate,Expend
1239,John Carroll University,Yes,2421,2109,820,27,57,3168,392,11700,5550,600,450,89,90,14.5,28,89,7738
1240,Mississippi College,Yes,594,385,307,36,57,1695,721,5580,2830,600,700,77,79,16.5,18,61,6170
1241,McMurry University,Yes,578,411,187,25,50,880,477,6930,3452,400,1525,57,64,11,11,32,6383
1242,Hobart and William Smith Colleges,Yes,2688,2081,500,25,53,1792,5,19029,5841,600,600,99,99,12.1,37,79,13040
1243,Hillsdale College,Yes,920,745,347,35,66,1133,42,11090,4700,400,750,80,80,12,31,79,12639
1244,SUNY at Buffalo,No,15039,9649,3087,36,100,13963,3124,6550,4731,708,957,90,97,13.6,15,56,11177
1245,Dickinson College,Yes,3014,2539,487,31,68,1889,62,18700,5000,595,1250,87,94,11.2,39,87,13861
1246,North Carolina Wesleyan College,Yes,812,689,195,7,24,646,84,8242,4230,600,1295,77,77,12.7,11,52,10090
1247,Siena Heights College,Yes,464,419,183,10,31,686,287,9240,3880,475,1090,29,49,7.2,17,47,9431
1248,Delta State University,No,967,945,459,15,48,2806,538,4528,1880,500,1200,49,63,17.1,16,58,5113
1249,University of Portland,Yes,1758,1485,419,27,58,2041,174,12040,4100,600,1100,92,96,13.2,17,72,9060
1250,Wagner College,Yes,1416,1015,417,10,44,1324,117,13500,5800,585,1700,67,78,13.2,23,75,9006
1251,College of Notre Dame,Yes,344,264,97,11,42,500,331,12600,5520,630,2250,77,80,10.4,7,43,9773
1252,Mary Baldwin College,Yes,499,441,199,26,52,846,377,11200,7400,600,1300,66,79,6.8,50,90,10819
1253,Carroll College,Yes,1160,991,352,19,55,1357,737,12200,3880,480,930,74,81,17.8,25,79,7666
1254,College of Notre Dame of Maryland,Yes,457,356,177,35,61,667,1983,11180,5620,600,700,64,64,11.5,32,75,7477
1255,SUNY College at New Paltz,No,8399,3609,656,19,53,4658,1478,6550,4240,550,1500,85,93,15.3,8,53,6608
1256,Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60,84,13.3,21,74,7940
1257,Westminster College PA,Yes,1738,1373,417,21,55,1335,30,18460,5970,700,850,92,96,13.2,41,71,22704
1258,Brenau University,Yes,367,274,158,12,41,917,479,9592,5879,500,700,71,80,13.7,12,49,5935
1259,Michigan Technological University,No,2618,2288,1032,42,77,5524,414,8127,3978,900,1200,82,82,17,25,65,7473
1260,Otterbein College,Yes,1496,1205,428,26,57,1648,936,12888,4440,420,840,62,68,13.9,30,87,8802
1261,Moorhead State University,No,2442,2164,1189,12,37,5983,1075,4426,2664,600,1000,76,81,18.1,19,60,4795
1262,Washington College,Yes,1209,942,214,31,60,822,46,15276,5318,500,300,79,86,11.2,37,65,10830
1263,Trenton State College,No,5042,2312,944,55,94,5167,902,5391,5411,700,1000,81,87,14.4,6,81,8504
1264,Chapman University,Yes,959,771,351,23,48,1662,209,16624,5895,600,1100,72,80,12.8,6,47,12692
1265,George Washington University,Yes,7875,5062,1492,38,71,5471,1470,17450,6328,700,950,92,93,7.6,15,72,14745
1266,Voorhees College,Yes,1465,1006,188,10,30,703,20,4450,2522,500,1200,43,43,22.9,3,58,5861
1267,Christendom College,Yes,81,72,51,33,71,139,3,8730,3600,400,800,92,92,9.3,17,58,10922
1268,University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84,89,16.6,7,63,9158
1269,New Mexico Institute of Mining and Tech.,No,787,601,233,40,73,1017,411,5376,3214,600,1100,99,100,13.7,11,34,9241
1270,St. Mary's College of Maryland,No,1340,695,285,42,73,1315,209,6800,4730,675,1250,84,89,11.6,23,63,10357
1271,University of Charleston,Yes,682,535,204,22,43,771,611,9500,3540,400,750,26,58,2.5,10,57,7683
1272,Tulane University,Yes,7033,5125,1223,47,75,4941,1534,19040,5950,350,800,98,98,9.1,21,74,16920
1273,Gwynedd Mercy College,Yes,380,237,104,30,56,716,1108,11000,5550,500,500,36,41,7.8,22,96,7483
1274,Wilson College,Yes,167,130,46,16,50,199,676,11428,5084,450,475,67,76,8.3,43,67,10291
1275,Gannon University,Yes,2464,1908,678,24,57,2693,691,10970,4280,500,1380,47,51,13.3,18,65,7711
1276,Susquehanna University,Yes,2096,1512,465,27,59,1442,166,16130,4710,400,800,83,86,13.9,37,90,10554
1277,Montana College of Mineral Sci. & Tech.,No,572,544,320,45,72,1470,416,6073,3400,550,1400,71,71,16.4,31,74,6112
1278,Muhlenberg College,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76,86,12.8,39,83,10888
1279,American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78,84,14.7,19,69,7355
1280,Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73,82,14.2,32,66,9226
1281,Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54,78,12.5,37,60,11751
1282,Montana College of Mineral Sci. & Tech.,No,572,544,320,45,72,1470,416,6073,3400,550,1400,71,71,16.4,31,74,6112
1283,Harvey Mudd College,Yes,1377,572,178,95,100,654,5,17230,6690,700,900,100,100,8.2,46,100,21569
1284,California Lutheran University,Yes,563,247,247,23,52,1427,432,12950,5300,612,576,72,74,12.4,17,60,8985
1285,Massachusetts Institute of Technology,Yes,6411,2140,1078,96,99,4481,28,20100,5975,725,1600,99,99,10.1,35,94,33541
1286,Claflin College,Yes,1196,697,499,21,47,959,13,4412,2460,500,1000,69,69,16.9,31,21,7083
1287,Moorhead State University,No,2442,2164,1189,12,37,5983,1075,4426,2664,600,1000,76,81,18.1,19,60,4795
1288,Coker College,Yes,604,452,295,15,47,690,222,9888,4502,400,1000,64,77,12.1,39,75,8741
1289,Livingstone College,Yes,900,473,217,22,47,621,11,4400,3400,800,900,53,93,10.4,16,92,9268
1290,University of Scranton,Yes,4471,2942,910,29,60,3674,493,11584,5986,650,800,83,83,14.1,41,92,9131
1291,Johnson State College,No,833,669,279,3,13,1224,345,7656,4690,500,624,80,91,14.4,15,36,6564
1292,Dickinson State University,No,434,412,319,10,30,1376,237,4486,2146,600,2000,50,64,16.5,28,46,4525
1293,Rocky Mountain College,Yes,560,392,270,11,31,743,118,8734,3362,600,625,56,78,11.3,27,68,6422
1294,University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96,94,9,10,65,16527
1295,Rider University,Yes,3586,2424,730,16,31,2748,1309,13250,5420,700,3100,84,92,12.3,23,70,11299
1296,MacMurray College,Yes,740,558,177,12,29,628,63,9620,3750,550,950,49,55,10.8,33,59,10642
1297,North Carolina Wesleyan College,Yes,812,689,195,7,24,646,84,8242,4230,600,1295,77,77,12.7,11,52,10090
1298,University of Wisconsin-Superior,No,910,910,342,14,53,1434,417,7032,2780,550,1960,75,81,15.2,15,36,6490
1299,Prairie View A. and M. University,No,2405,2234,1061,10,22,4564,448,4290,3500,598,1582,55,93,19.4,1,35,5967
1300,Warren Wilson College,Yes,440,311,112,25,49,466,7,10000,3052,400,1100,65,75,11.4,20,63,9430
1301,Manchester College,Yes,1004,802,239,23,63,909,51,10440,3850,525,1450,63,72,11.8,20,64,7940
1302,Bowdoin College,Yes,3356,1019,418,76,100,1490,8,19030,5885,1495,875,93,96,11.2,52,96,20447
1303,Western Michigan University,No,9167,7191,2738,24,53,15739,4278,6940,4100,500,1700,80,84,24.7,11,55,5983
1304,LaGrange College,Yes,544,399,177,15,35,600,363,6987,3585,750,1500,77,83,12.5,12,75,9067
1305,Pikeville College,Yes,404,400,169,28,48,797,100,6000,3000,500,500,48,57,13.4,14,61,5557
1306,Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88,93,18.9,5,48,4602
1307,Louisiana Tech University,No,2397,2144,1525,22,45,6720,1822,3957,2325,618,1656,66,77,20,13,45,4546
1308,Pikeville College,Yes,404,400,169,28,48,797,100,6000,3000,500,500,48,57,13.4,14,61,5557
1309,Marywood College,Yes,1107,859,323,13,51,1452,402,11040,4500,600,700,65,76,11.8,30,66,9034
1310,Carroll College,Yes,1160,991,352,19,55,1357,737,12200,3880,480,930,74,81,17.8,25,79,7666
1311,University of Delaware,Yes,14446,10516,3252,22,57,14130,4522,10220,4230,530,1300,82,87,18.3,15,75,10650
1312,Augsburg College,Yes,662,513,257,12,30,2074,726,11902,4372,540,950,65,65,12.8,31,58,7836
1313,University of Minnesota Twin Cities,No,11054,6397,3524,26,55,16502,21836,8949,3744,714,2910,88,90,12.2,37,45,16122
1314,Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62,66,11.5,18,46,10908
1315,SUNY College at Fredonia,No,4877,2798,814,13,48,4123,298,6550,4420,620,1481,82,90,16.3,10,66,6442
1316,University of Detroit Mercy,Yes,927,731,415,24,50,2149,2217,11130,3996,600,2166,72,79,13.5,14,51,10891
1317,Dickinson College,Yes,3014,2539,487,31,68,1889,62,18700,5000,595,1250,87,94,11.2,39,87,13861
1318,University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96,94,9,10,65,16527
1319,Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60,84,13.3,21,74,7940
1320,New Mexico Institute of Mining and Tech.,No,787,601,233,40,73,1017,411,5376,3214,600,1100,99,100,13.7,11,34,9241
1321,North Park College,Yes,465,361,176,19,39,879,156,12580,4345,400,970,76,79,13.1,24,74,10889
1322,McMurry University,Yes,578,411,187,25,50,880,477,6930,3452,400,1525,57,64,11,11,32,6383
1323,SUNY College at Fredonia,No,4877,2798,814,13,48,4123,298,6550,4420,620,1481,82,90,16.3,10,66,6442
1324,Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46,65,11.4,29,82,10188
1325,University of the South,Yes,1445,966,326,46,83,1129,24,15350,4080,450,810,89,93,10.3,52,82,18784
1326,Salem College,Yes,335,284,132,28,69,534,216,10475,6300,500,2000,68,68,11.2,46,60,9599
1327,Columbia College MO,Yes,314,158,132,10,28,690,5346,8294,3700,400,900,87,87,15.3,2,37,5015
1328,Gannon University,Yes,2464,1908,678,24,57,2693,691,10970,4280,500,1380,47,51,13.3,18,65,7711
1329,Schreiner College,Yes,584,413,131,19,51,521,99,8955,5900,500,1488,51,56,11.8,23,52,8545
1330,Santa Clara University,Yes,4019,2779,888,40,73,3891,128,13584,5928,630,1278,88,92,13.9,19,100,10872
1331,Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62,66,11.5,18,46,10908
1332,St. Lawrence University,Yes,2753,1820,505,31,56,1801,45,18720,5730,650,825,90,94,11.5,38,85,14980
1333,University of Maine at Farmington,No,1208,803,438,20,48,1906,344,6810,3970,450,1647,67,75,15.9,26,59,5712
1334,Point Park College,Yes,875,744,207,7,38,1173,1402,9700,4830,400,1200,45,90,14.5,10,66,7652
1335,LaGrange College,Yes,544,399,177,15,35,600,363,6987,3585,750,1500,77,83,12.5,12,75,9067
1336,MidAmerica Nazarene College,Yes,331,331,225,15,36,1100,166,6840,3720,1100,4913,33,33,15.4,20,49,5524
1337,Abilene Christian University,Yes,1660,1232,721,23,52,2885,537,7440,3300,450,2200,70,78,18.1,12,60,7041
1338,Alfred University,Yes,1732,1425,472,37,75,1830,110,16548,5406,500,600,82,88,11.3,31,73,10932
1339,Concordia Lutheran College,Yes,232,216,106,16,34,534,172,6900,3800,450,1825,67,76,12.1,9,42,6875
1340,Widener University,Yes,2139,1492,502,24,64,2186,2171,12350,5370,500,1350,88,86,12.6,19,63,9603
1341,Bucknell University,Yes,6548,3813,862,49,85,3316,31,18550,4750,800,1200,95,97,14.2,36,93,13675
1342,American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78,84,14.7,19,69,7355
1343,Rollins College,Yes,1777,1151,382,31,55,1668,1052,16425,5220,955,750,81,85,13.3,23,90,11561
1344,Johns Hopkins University,Yes,8474,3446,911,75,94,3566,1569,18800,6740,500,1040,96,97,3.3,38,90,56233
1345,Bethel College KS,Yes,202,184,122,19,42,537,101,8540,3580,500,1400,61,80,8.8,32,56,8324
1346,Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,93,98,8.4,63,100,21424
1347,Concordia University CA,Yes,688,497,144,30,75,641,101,10800,4440,570,1515,55,60,13.1,13,55,8415
1348,Mayville State University,No,233,233,153,5,12,658,58,4486,2516,600,1900,68,68,15.7,11,51,6971
1349,Philadelphia Coll. of Textiles and Sci.,Yes,1538,1259,468,19,42,1664,1042,11690,5062,600,1664,48,80,12.9,15,68,8028
1350,Eastern Nazarene College,Yes,516,409,200,17,40,1238,30,8770,3500,450,700,58,58,17.3,17,70,6430
1351,University of Delaware,Yes,14446,10516,3252,22,57,14130,4522,10220,4230,530,1300,82,87,18.3,15,75,10650
1352,Beaver College,Yes,1163,850,348,23,56,878,519,12850,5400,400,800,78,89,12.2,30,73,8954
1353,Mount Vernon Nazarene College,Yes,510,485,334,18,36,1114,94,7400,3346,600,600,57,57,19.8,7,58,6869
1354,Bloomsburg Univ. of Pennsylvania,No,6773,3028,1025,15,55,5847,946,7844,2948,500,1680,66,68,18,19,75,7041
1355,University of Wyoming,No,2029,1516,1073,23,46,7535,1488,5988,3422,600,1500,91,94,15.1,13,45,8745
1356,Radford University,No,5702,4894,1742,15,37,8077,472,6684,4110,500,900,73,83,19.6,9,62,4519
1357,University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84,89,16.6,7,63,9158
1358,Xavier University of Louisiana,Yes,2097,1915,695,34,61,2793,166,6900,4200,617,781,67,75,14.4,20,49,8323
1359,Merrimack College,Yes,1981,1541,514,18,36,1927,1084,12500,6200,375,1000,73,75,16.8,22,80,8707
1360,Hampton University,Yes,7178,3755,1433,25,63,4623,740,7161,3518,600,2000,60,64,14,9,70,6791
1361,Voorhees College,Yes,1465,1006,188,10,30,703,20,4450,2522,500,1200,43,43,22.9,3,58,5861
1362,Case Western Reserve University,Yes,3877,3156,713,71,93,3051,513,15700,4730,525,1460,95,95,2.9,29,67,19733
1363,Bennington College,Yes,519,327,114,25,53,457,2,21700,4100,600,500,35,59,10.1,33,55,16364
1364,Agnes Scott College,Yes,417,349,137,60,89,510,63,12960,5450,450,875,92,97,7.7,37,59,19016
1365,University of Wisconsin at Milwaukee,No,5244,3782,1930,12,37,11561,7443,8786,2964,570,1980,79,87,15.9,8,38,8094
1366,University of Wisconsin-Superior,No,910,910,342,14,53,1434,417,7032,2780,550,1960,75,81,15.2,15,36,6490
1367,Georgetown University,Yes,11115,2881,1390,71,93,5881,406,18300,7131,670,1700,91,92,7.2,27,95,19635
1368,Mount Saint Mary's College,Yes,1321,1159,328,15,36,1243,79,12850,6200,550,900,77,82,12.8,36,80,8536
1369,Worcester Polytechnic Institute,Yes,2768,2314,682,49,86,2802,86,15884,5370,530,730,92,94,15.2,34,82,10774
1370,Christopher Newport University,No,883,766,428,3,37,2910,1749,7860,4750,525,1889,80,82,21.2,16,48,4639
1371,University of Hawaii at Manoa,No,3580,2603,1627,36,69,11028,2411,4460,3038,687,1281,85,87,11.8,6,54,12833
1372,Maryville University,Yes,549,397,169,26,51,1343,1751,9250,4550,425,1350,52,58,13.1,13,61,5925
1373,Skidmore College,Yes,4293,2728,591,25,62,2322,263,18710,5970,500,700,87,92,12.7,29,81,14837
1374,Regis College,Yes,427,385,143,18,38,581,533,12700,5800,450,700,81,85,10.3,37,84,11758
1375,Brewton-Parker College,Yes,1436,1228,1202,10,26,1320,822,4371,2370,500,2000,62,62,12.6,10,18,4900
1376,Saint Xavier University,Yes,785,647,295,15,65,1670,726,10860,4624,600,794,87,100,13.7,15,55,8953
1377,Walsh University,Yes,1092,890,477,27,92,847,497,8670,4180,500,1450,42,58,11.3,33,68,5738
1378,Ohio Wesleyan University,Yes,2190,1700,458,36,65,1780,48,16732,5650,550,550,93,93,12.1,32,75,12011
1379,Southwest Missouri State University,No,6118,5254,3204,15,37,13131,3374,4740,2590,500,1360,70,75,19.9,11,56,4632
1380,University of North Carolina at Chapel Hill,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88,93,8.9,23,83,15893
1381,Seton Hill College,Yes,936,794,197,24,56,752,210,11240,4180,350,2000,71,71,11.2,37,71,10065
1382,Mount Mary College,Yes,235,217,121,12,32,931,487,8950,3119,550,1125,51,51,10.7,26,78,7016
1383,University of the Pacific,Yes,2459,1997,582,36,66,2664,299,16320,5326,646,1171,87,94,11.2,14,65,13706
1384,George Fox College,Yes,809,726,294,27,52,1271,43,12500,4130,400,1050,53,53,13.5,22,52,7136
1385,The Citadel,No,1500,1242,611,12,36,2024,292,7070,2439,400,779,95,94,17.1,17,84,7744
1386,Iowa State University,No,8427,7424,3441,26,59,18676,1715,7550,3224,640,2055,81,88,19.2,22,65,8420
1387,Oklahoma Baptist University,Yes,758,681,484,35,59,1707,705,5390,3140,515,1290,63,71,15.1,18,50,5511
1388,Upper Iowa University,Yes,663,452,192,10,35,1481,1160,8840,3060,500,1000,69,75,17.4,19,78,3733
1389,Lamar University,No,2336,1725,1043,10,27,5438,4058,4752,3040,508,1463,48,82,18.4,12,26,5879
1390,Eastern Connecticut State University,No,2172,1493,564,14,50,2766,1531,5962,4316,650,500,71,76,16.9,14,50,5719
1391,Winona State University,No,3325,2047,1301,20,45,5800,872,4200,2700,300,1200,53,60,20.2,18,58,5318
1392,Georgia State University,No,3793,2341,1238,9,24,7732,9054,6744,2655,720,3450,87,89,19,10,34,7762
1393,Colorado State University,No,9478,6312,2194,29,65,15646,1829,8412,4180,470,1800,87,89,19.2,10,59,7850
1394,Blackburn College,Yes,500,336,156,25,55,421,27,6500,2700,500,1000,76,76,14.3,53,51,8377
1395,Notre Dame College,Yes,379,324,107,15,37,500,311,9990,4900,400,600,44,47,12.1,26,33,4948
1396,George Mason University,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93,96,19.3,7,46,6751
1397,Lebanon Valley College,Yes,1386,1060,320,28,56,965,502,13850,4755,400,1125,84,84,12.3,30,85,8196
1398,Washington University,Yes,7654,5259,1254,62,93,4879,1274,18350,5775,768,1512,91,98,3.9,31,90,45702
1399,Wentworth Institute of Technology,Yes,1480,1257,452,6,25,2961,572,9850,6050,850,920,10,68,15.4,8,64,17858
1400,Illinois College,Yes,894,787,262,28,63,909,28,8050,3850,600,1000,75,75,15.6,30,52,7348
1401,Point Park College,Yes,875,744,207,7,38,1173,1402,9700,4830,400,1200,45,90,14.5,10,66,7652
1402,Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78,90,9.2,34,77,16623
1403,University of North Carolina at Charlotte,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79,91,16.8,7,62,6227
1404,Kansas State University,No,5880,4075,2833,25,55,14914,2246,6995,3120,600,2000,76,86,18.5,22,54,6122
1405,Huntingdon College,Yes,608,520,127,26,47,538,126,8080,3920,500,1100,63,72,11.4,9,44,7703
1406,Albion College,Yes,1899,1720,489,37,68,1594,32,13868,4826,450,850,89,100,13.7,37,73,11487
1407,University of North Texas,No,4418,2737,2049,23,51,14047,5134,4104,3579,450,1700,86,94,22.6,6,35,5657
1408,Ripon College,Yes,587,501,211,28,52,735,28,15200,4100,350,650,87,90,9.4,49,64,12472
1409,North Central College,Yes,1127,884,308,30,64,1310,766,11718,7398,450,1800,73,87,16.4,33,76,8871
1410,Viterbo College,Yes,647,518,271,17,43,1014,387,9140,3365,500,2245,51,65,10.7,31,73,8050
1411,Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81,95,13,33,71,11361
1412,Bethany College,Yes,878,816,200,16,41,706,62,8740,3363,550,1700,62,68,11.6,29,48,7718
1413,Mount Saint Clare College,Yes,325,284,95,16,33,364,88,9900,3650,500,1200,32,37,13.6,43,21,6525
1414,Baldwin-Wallace College,Yes,1690,1366,662,30,61,2718,1460,10995,4410,1000,1000,68,74,17.6,20,85,8086
1415,Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88,93,18.9,5,48,4602
1416,University of Texas at Arlington,No,3281,2559,1448,19,43,10975,8431,4422,2780,500,2850,73,73,21,4,29,4696
1417,Stephens College,Yes,450,405,194,17,34,614,388,13900,5200,450,2150,46,63,10.9,17,59,9995
1418,Harvey Mudd College,Yes,1377,572,178,95,100,654,5,17230,6690,700,900,100,100,8.2,46,100,21569
1419,University of Texas at San Antonio,No,4217,3100,1686,17,46,9375,5457,4104,5376,452,1200,94,100,25.3,3,50,4329
1420,Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77,83,14,24,76,6475
1421,Colorado State University,No,9478,6312,2194,29,65,15646,1829,8412,4180,470,1800,87,89,19.2,10,59,7850
1422,Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36,69,11.1,26,55,8127
1423,University of North Carolina at Asheville,No,1757,979,394,32,74,2033,1078,5972,3420,600,750,77,83,13,11,37,7011
1424,College of Santa Fe,Yes,546,447,189,16,42,873,683,11138,4138,600,1200,40,74,14,7,80,8820
1425,Georgetown College,Yes,727,693,286,30,55,1063,48,8100,3950,550,550,73,76,13.3,28,55,7508
1426,Westminster College MO,Yes,662,553,184,20,43,665,37,10720,4050,600,1650,66,70,12.5,20,62,7925
1427,University of New England,Yes,1209,750,265,19,54,820,159,11450,5045,900,2500,72,75,11.4,13,64,9718
1428,Univ. of Wisconsin at OshKosh,No,4800,2900,1515,14,48,7764,1472,6874,2394,518,1890,73,78,19.2,14,56,5901
1429,Grace College and Seminary,Yes,548,428,167,18,46,618,113,8958,3670,300,1000,53,59,15.3,26,64,9798
1430,Waynesburg College,Yes,1190,978,324,12,30,1280,61,8840,3620,500,1200,57,58,16.2,26,63,6563
1431,La Roche College,Yes,361,321,185,10,41,650,819,8842,4782,600,1100,57,73,14.2,14,52,7022
1432,Smith College,Yes,2925,1598,632,51,88,2479,95,18820,6390,500,1050,85,97,10.3,44,90,21199
1433,Westminster College of Salt Lake City,Yes,917,720,213,21,60,979,743,8820,4050,600,2025,68,83,10.5,34,50,7170
1434,Wabash College,Yes,800,623,256,41,76,801,5,12925,4195,500,635,78,85,9.9,55,72,14904
