,Wine.Color,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Class
4756,W,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,Bad
4757,W,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,Bad
4758,W,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,Bad
4759,R,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,Bad
4760,W,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,Bad
4761,R,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,Good
4762,W,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,Good
4763,R,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,Bad
4764,R,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,Good
4765,R,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,Bad
4766,W,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,Bad
4767,W,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,Bad
4768,W,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,Good
4769,W,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,Good
4770,R,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,Bad
4771,W,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,Bad
4772,W,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,Bad
4773,W,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,Bad
4774,W,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,Bad
4775,W,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,Good
4776,W,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,Bad
4777,W,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,Good
4778,R,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,Bad
4779,R,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,Bad
4780,R,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,Good
4781,W,6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,Bad
4782,R,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,Bad
4783,W,8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,Bad
4784,R,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,Good
4785,R,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,Good
4786,W,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,Good
4787,W,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,Good
4788,W,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,Good
4789,W,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,Good
4790,W,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,Good
4791,W,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,Bad
4792,W,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,Good
4793,R,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,Good
4794,R,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,Good
4795,W,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,Good
4796,R,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,Bad
4797,W,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,Bad
4798,W,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,Bad
4799,W,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,Good
4800,W,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,Good
4801,R,7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,Good
4802,W,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,Good
4803,W,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,Bad
4804,W,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,Bad
4805,W,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,Good
4806,R,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,Good
4807,R,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,Bad
4808,W,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,Good
4809,W,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,Good
4810,W,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,Good
4811,W,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,Good
4812,R,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,Good
4813,W,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,Good
4814,W,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,Bad
4815,W,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,Bad
4816,W,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Bad
4817,W,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,Bad
4818,R,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,Good
4819,W,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,Good
4820,W,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,Bad
4821,W,6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,Good
4822,W,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,Bad
4823,W,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,Bad
4824,W,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,Bad
4825,W,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,Bad
4826,W,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,Good
4827,W,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,Bad
4828,W,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,Bad
4829,R,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,Bad
4830,W,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,Bad
4831,W,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,Good
4832,W,6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,Good
4833,W,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,Bad
4834,W,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,Good
4835,R,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,Bad
4836,W,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,Bad
4837,R,8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,Good
4838,W,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,Bad
4839,W,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,Good
4840,R,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,Good
4841,W,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,Good
4842,R,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,Good
4843,W,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,Bad
4844,R,12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,Bad
4845,W,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,Bad
4846,W,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,Good
4847,R,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,Bad
4848,W,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,Bad
4849,W,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,Bad
4850,W,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,Bad
4851,W,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,Good
4852,W,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,Good
4853,W,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,Bad
4854,W,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,Bad
4855,W,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,Good
4856,W,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,Good
4857,W,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,Bad
4858,W,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,Bad
4859,W,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,Bad
4860,W,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,Good
4861,W,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,Good
4862,W,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,Good
4863,W,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,Bad
4864,R,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,Good
4865,R,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,Good
4866,W,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,Bad
4867,R,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,Bad
4868,R,7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,Bad
4869,W,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,Bad
4870,W,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,Bad
4871,W,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,Bad
4872,W,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,Good
4873,W,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,Good
4874,W,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,Good
4875,W,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,Good
4876,W,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,Good
4877,W,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,Bad
4878,W,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,Bad
4879,W,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,Good
4880,W,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,Bad
4881,W,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,Good
4882,W,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,Bad
4883,W,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,Good
4884,R,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,Good
4885,W,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,Bad
4886,W,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,Good
4887,W,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,Good
4888,W,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,Good
4889,W,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,Bad
4890,W,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,Good
4891,W,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,Good
4892,W,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,Good
4893,W,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,Bad
4894,W,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,Bad
4895,W,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,Bad
4896,W,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,Good
4897,W,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,Good
4898,R,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,Bad
4899,W,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,Bad
4900,R,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,Good
4901,W,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,Good
4902,R,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,Bad
4903,W,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,Good
4904,W,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,Bad
4905,W,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,Bad
4906,R,13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,Bad
4907,W,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,Bad
4908,W,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,Good
4909,R,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,Bad
4910,W,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,Good
4911,W,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,Good
4912,R,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,Bad
4913,W,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,Good
4914,W,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,Bad
4915,W,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,Good
4916,R,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,Good
4917,W,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,Bad
4918,W,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,Good
4919,W,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,Bad
4920,W,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,Good
4921,W,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,Bad
4922,W,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,Good
4923,W,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,Bad
4924,W,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,Good
4925,W,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,Good
4926,R,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,Good
4927,W,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,Bad
4928,R,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,Good
4929,W,6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,Bad
4930,R,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,Good
4931,R,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,Bad
4932,R,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,Bad
4933,W,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,Bad
4934,W,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,Bad
4935,W,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,Good
4936,W,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,Bad
4937,R,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,Bad
4938,R,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,Good
4939,R,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,Good
4940,W,7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,Bad
4941,W,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,Bad
4942,R,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,Bad
4943,R,6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,Bad
4944,R,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,Good
4945,R,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,Bad
4946,W,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,Bad
4947,R,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,Bad
4948,W,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,Good
4949,W,6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,Bad
4950,R,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,Bad
4951,W,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,Bad
4952,W,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,Good
4953,R,9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,Good
4954,W,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,Good
4955,R,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,Bad
4956,R,7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,Bad
4957,R,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,Good
4958,W,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,Bad
4959,R,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,Bad
4960,R,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,Bad
4961,W,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,Bad
4962,W,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,Bad
4963,W,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,Bad
4964,R,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,Bad
4965,W,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,Bad
4966,W,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,Bad
4967,W,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,Bad
4968,R,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,Good
4969,W,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,Bad
4970,R,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,Bad
4971,R,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,Bad
4972,R,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,Bad
4973,W,8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,Bad
4974,W,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,Bad
4975,W,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,Good
4976,W,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,Good
4977,W,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,Good
4978,W,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,Good
4979,W,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,Bad
4980,W,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,Bad
4981,W,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,Bad
4982,R,6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,Bad
4983,W,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,Good
4984,W,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,Good
4985,R,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,Bad
4986,W,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,Good
4987,W,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,Good
4988,W,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,Bad
4989,W,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,Bad
4990,W,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,Bad
4991,W,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,Bad
4992,W,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,Bad
4993,W,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,Good
4994,W,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,Bad
4995,R,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,Bad
4996,W,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,Good
4997,W,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,Good
4998,R,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,Good
4999,W,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,Bad
5000,W,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,Bad
5001,W,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Bad
5002,W,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,Good
5003,R,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,Good
5004,W,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,Bad
5005,W,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,Bad
5006,W,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,Bad
5007,W,6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,Good
5008,R,8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,Bad
5009,W,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,Bad
5010,R,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,Good
5011,W,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,Good
5012,R,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,Good
5013,R,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,Bad
5014,R,7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,Good
5015,W,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,Bad
5016,W,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,Bad
5017,W,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,Bad
5018,W,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,Bad
5019,W,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Good
5020,W,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,Good
5021,W,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,Bad
5022,W,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,Bad
5023,R,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,Bad
5024,W,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,Bad
5025,W,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,Good
5026,W,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,Good
5027,W,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,Bad
5028,W,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,Good
5029,W,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,Bad
5030,W,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,Bad
5031,W,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,Bad
5032,W,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,Bad
5033,W,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,Bad
5034,W,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,Bad
5035,W,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,Bad
5036,W,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,Bad
5037,W,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,Good
5038,W,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,Bad
5039,R,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,Good
